sep=	
time (kilde1)	x	time (kilde1)	y	time (kilde1)	z	time (kilde1)	time
35.119	116	39.134	-392	35.377	1188	34.973	660
35.143	92	39.158	-416	35.408	984	34.991	684
35.177	116	39.186	-304	35.43	948	35.022	708
35.201	124	39.204	-388	35.465	1052	35.048	733
35.229	128	39.236	-432	35.494	1080	35.103	792
35.28	104	39.258	-316	35.524	956	35.135	821
35.309	116	39.299	-440	35.555	864	35.167	845
35.341	128	39.337	-372	35.58	904	35.192	869
35.375	108	39.374	-112	35.613	852	35.24	923
35.399	104	39.403	124	35.639	780	35.262	947
35.429	116	39.433	-172	35.657	748	35.279	978
35.459	116	39.455	-188	35.688	784	35.314	1006
35.483	116	39.48	-572	35.721	656	35.343	1030
35.514	112	39.505	-456	35.742	456	35.365	1054
35.567	120	39.535	-124	35.768	604	35.39	1079
35.594	112	39.559	-468	35.801	496	35.436	1132
35.624	100	39.583	-504	35.825	852	35.507	1191
35.676	128	39.615	-416	35.854	548	35.538	1222
35.712	92	39.649	-472	35.875	320	35.569	1251
35.731	104	39.676	-480	35.896	452	35.587	1275
35.759	112	39.703	-524	35.931	680	35.609	1299
35.789	112	39.735	-468	35.961	540	35.64	1324
35.815	112	39.758	-464	35.979	472	35.703	1384
35.869	120	39.786	-536	36.034	644	35.72	1418
35.901	116	39.816	-508	36.06	872	35.754	1443
35.949	-216	39.842	-452	36.088	1060	35.794	1472
35.977	36	39.866	-368	36.118	668	35.823	1496
36.008	-40	40.048	-492	36.153	668	35.845	1520
36.029	-88	40.064	-400	36.178	852	35.874	1545
36.054	-44	40.086	-388	36.207	1536	35.897	1574
36.078	-40	40.106	-528	36.233	1188	35.922	1603
36.11	-44	40.123	-456	36.258	1096	35.945	1633
36.141	-56	40.133	-432	36.345	828	35.975	1657
36.163	-56	40.138	-404	36.37	812	36.007	1686
36.232	-68	40.147	-460	36.396	896	36.025	1712
36.253	-80	40.153	-468	36.425	808	36.056	1741
36.281	-96	40.183	-476	36.451	708	36.082	1765
36.31	-88	40.207	-512	36.467	692	36.106	1796
36.342	-116	40.234	-512	36.538	856	36.141	1824
37.614	-392	40.26	-532	36.587	848	36.161	1848
37.662	-404	40.285	-504	36.611	996	36.191	1873
37.692	-388	40.315	-504	36.643	928	36.224	1902
37.755	-400	40.336	-496	36.667	792	36.239	1926
37.806	-392	40.368	-512	36.688	628	36.275	1957
37.832	-388	40.399	-484	36.737	856	36.306	1986
37.86	-396	40.42	-476	36.76	780	36.338	2016
37.888	-396	40.445	-536	36.788	824	36.364	2045
37.906	-396	40.471	-596	36.811	1120	36.39	2069
37.985	-400	40.503	-772	36.837	1108	36.416	2093
38.026	-396	40.53	-788	36.858	1380	36.438	2118
38.047	-392	40.562	-884	36.889	1260	36.467	2147
38.072	-392	40.615	-792	36.922	1296	36.493	2171
38.096	-404	40.64	-720	36.94	1084	36.524	2207
38.184	-396	40.67	-628	36.965	1024	36.557	2236
38.216	-400	40.704	-636	37.004	340	36.582	2261
38.242	-396	40.736	-612	37.03	204	36.611	2290
38.267	-400	40.767	-588	37.057	1004	36.64	2314
38.286	-396	40.794	-460	37.092	1180	36.664	2338
38.312	-400	40.82	-384	37.107	968	36.718	2392
38.342	-396	40.847	-532	37.133	956	36.773	2451
38.37	-392	40.903	-404	37.162	564	36.823	2506
38.394	-388	40.927	-496	37.187	616	36.857	2535
38.443	-396	40.957	-364	37.21	748	36.885	2559
38.475	-396	40.986	-284	37.24	832	36.909	2584
38.527	-396	41.017	-80	37.276	884	36.942	2613
38.559	-396	41.047	-16	37.305	828	36.97	2642
38.588	-396	41.074	68	37.359	708	36.994	2667
38.621	-392	41.1	16	37.388	724	37.021	2696
38.689	-384	41.13	-132	37.412	848	37.052	2720
38.748	-400	41.152	-360	37.444	904	37.074	2751
38.838	-396	41.181	-272	37.654	692	37.101	2780
38.871	-392	41.203	-332	37.671	952	37.136	2811
38.894	-400	41.231	-384	37.687	812	37.168	2839
38.921	-392	41.295	-508	37.709	756	37.193	2870
38.946	-396	41.318	-480	37.728	984	37.223	2899
38.974	-392	41.346	-408	37.745	828	37.251	2923
39.053	-392	41.379	-284	37.755	768	37.285	2947
39.108	-392	41.406	-316	37.76	828	37.307	2972
39.132	-504	41.433	-396	37.769	908	37.326	3006
39.27	-468	41.461	-336	37.776	916	37.355	3031
39.295	-512	41.49	-232	37.809	844	37.391	3060
39.325	-556	41.52	-300	37.837	908	37.411	3084
39.357	-496	41.539	-188	37.861	948	37.443	3108
39.384	-256	41.596	-32	37.887	972	37.469	3132
39.441	-132	41.645	188	37.913	848	37.494	3157
39.466	-276	41.672	280	37.938	788	37.519	3186
39.491	-64	41.698	-16	37.964	780	37.551	3217
39.516	20	41.73	32	37.995	812	37.568	3245
39.542	-20	41.755	284	38.022	784	37.604	3274
39.574	-12	41.785	192	38.052	792	37.649	3329
39.608	-40	41.805	12	38.074	860	37.667	3353
39.632	236	41.862	252	38.098	872	37.704	3377
39.66	316	41.888	288	38.129	972	37.73	3402
39.686	256	41.914	388	38.164	944	37.757	3431
39.712	208	41.94	428	38.191	1004	37.789	3461
39.741	252	41.971	504	38.211	880	37.823	3490
39.762	648	42	508	38.241	844	37.848	3514
39.793	240	42.031	352	38.268	772	37.873	3545
39.822	452	42.061	76	38.296	640	37.924	3598
39.854	344	42.085	16	38.331	308	37.949	3629
39.876	224	42.114	-20	38.363	424	38.014	3681
39.906	280	42.169	-128	38.393	580	38.04	3706
39.936	296	42.2	-348	38.422	620	38.066	3735
39.959	92	42.232	-140	38.448	596	38.092	3759
39.991	316	42.256	-704	38.475	540	38.121	3789
40.02	392	42.279	-604	38.494	592	38.138	3814
40.043	308	42.314	-1168	38.526	892	38.164	3843
40.07	292	42.347	-1176	38.558	1412	38.207	3873
40.095	344	42.367	-836	38.583	1256	38.226	3902
40.123	384	42.399	-652	38.618	1320	38.255	3926
40.154	456	42.429	-568	38.644	1316	38.309	3980
40.186	436	42.48	-460	38.67	924	38.358	4035
40.212	392	42.501	-400	38.702	724	38.403	4069
40.242	368	42.529	-340	38.728	788	38.434	4094
40.272	288	42.553	-208	38.754	976	38.455	4123
40.303	156	42.584	-172	38.783	744	38.485	4147
40.337	212	42.613	176	38.805	708	38.502	4171
40.356	312	42.638	-260	38.835	728	38.527	4196
40.386	568	42.666	-356	38.855	724	38.554	4225
40.404	464	42.697	-260	38.92	700	38.59	4255
40.436	364	42.717	-196	38.95	724	38.609	4284
40.461	476	42.748	-168	38.974	732	38.635	4308
40.489	500	42.772	-204	39.004	748	38.67	4339
40.517	700	42.801	-292	39.034	704	38.701	4368
40.543	532	42.829	-176	39.059	712	38.725	4392
40.57	276	42.853	-156	39.091	736	38.757	4416
40.594	368	42.883	-228	39.117	676	38.776	4446
40.653	580	42.914	-276	39.167	652	38.804	4475
40.675	508	42.94	-228	39.189	756	38.834	4500
40.704	472	42.965	-276	39.221	684	38.856	4529
40.752	428	42.986	-284	39.235	880	38.883	4553
40.778	468	43.022	-264	39.273	1012	38.909	4583
40.807	248	43.05	-240	39.301	840	38.95	4608
40.839	188	43.08	-280	39.325	524	38.972	4637
40.866	376	43.113	-308	39.353	1048	39	4667
40.899	588	43.137	-244	39.384	736	39.036	4696
40.923	436	43.163	-256	39.417	1064	39.055	4720
40.95	544	43.185	-272	39.434	888	39.083	4745
40.974	648	43.212	-232	39.49	848	39.119	4774
41.006	692	43.238	-180	39.516	848	39.134	4798
41.034	640	43.266	-268	39.541	768	39.34	4888
41.058	524	43.297	-336	39.568	672	39.357	4917
41.09	568	43.321	-460	39.6	624	39.385	4941
41.115	576	43.348	-472	39.633	752	39.399	4965
41.141	472	43.373	-540	39.659	840	39.414	4990
41.166	404	43.4	-504	39.717	956	39.42	5019
41.223	220	43.431	-468	39.738	980	39.424	5050
41.251	504	43.463	-500	39.76	892	39.434	5078
41.282	344	43.487	-524	39.799	688	39.483	5138
41.306	340	43.512	-520	39.827	408	39.505	5162
41.33	368	43.536	-476	39.858	348	39.534	5186
41.358	304	43.568	-472	39.884	156	39.557	5210
41.384	268	43.597	-528	39.904	-80	39.584	5235
41.415	184	43.632	-424	39.939	76	39.606	5264
41.449	336	43.664	-636	39.97	436	39.634	5294
41.478	220	43.688	-604	40	592	39.667	5323
41.505	88	43.715	-496	40.025	364	39.69	5347
41.535	96	43.741	-504	40.052	420	39.717	5377
41.576	160	43.767	-568	40.071	480	39.742	5402
41.604	108	43.801	-456	40.103	532	39.772	5431
41.639	284	43.827	-252	40.127	380	39.8	5462
41.668	132	43.853	-472	40.154	416	39.836	5490
41.719	-116	43.878	-592	40.185	340	39.857	5521
41.752	-36	43.909	-460	40.215	432	39.88	5550
41.774	220	43.934	-428	40.24	1944	39.911	5574
41.802	-188	43.956	-564	40.267	900	39.938	5599
41.884	700	43.981	-584	40.292	1164	39.969	5628
41.958	160	44.013	-592	40.32	952	40.005	5664
41.99	272	44.045	-592	40.343	940	40.032	5693
42.022	288	44.071	-416	40.374	848	40.062	5724
42.052	348	44.094	-524	40.406	864	40.091	5753
42.085	396	44.146	-624	40.427	936	40.119	5777
42.106	368	44.202	-552	40.453	992	40.144	5801
42.135	332	44.261	-476	40.483	924	40.163	5826
42.157	340	44.282	-668	40.51	908	40.195	5855
42.189	356	44.313	-500	40.541	884	40.224	5886
42.208	296	44.335	-480	40.569	920	40.253	5914
42.388	308	44.367	-540	40.593	856	40.284	5945
42.41	264	44.392	-584	40.618	868	40.315	5974
42.426	208	44.578	-604	40.649	904	40.34	5998
42.455	224	44.587	-700	40.682	936	40.372	6022
42.469	200	44.603	-1024	40.703	980	40.398	6046
42.484	240	44.624	-836	40.736	1012	40.422	6076
42.489	260	44.647	-736	40.762	848	40.45	6105
42.493	308	44.658	-748	40.786	984	40.475	6130
42.504	296	44.674	-644	40.813	980	40.501	6159
42.522	236	44.68	-752	40.84	984	40.588	6243
42.553	236	44.69	-672	40.872	932	40.616	6274
42.584	260	44.695	-636	40.902	924	40.647	6302
42.605	276	44.725	-672	40.923	804	40.673	6333
42.634	220	44.752	-756	40.952	744	40.703	6362
42.656	184	44.776	-652	40.973	896	40.73	6386
42.684	188	44.803	-476	41.002	960	40.764	6410
42.717	228	44.827	-556	41.027	872	40.785	6435
42.74	244	44.861	-736	41.057	760	40.835	6494
42.768	252	44.894	-600	41.088	884	40.858	6523
42.791	308	44.918	-612	41.135	776	40.888	6547
42.817	372	44.944	-496	41.168	740	40.902	6571
42.847	516	44.969	-468	41.194	816	40.947	6595
42.876	564	44.994	-556	41.224	900	40.968	6620
42.907	492	45.03	-508	41.259	892	40.996	6649
42.938	540	45.055	-468	41.29	936	41.021	6680
42.96	376	45.086	-544	41.317	876	41.05	6708
42.989	336	45.113	-596	41.341	848	41.082	6738
43.014	296	45.137	-624	41.372	880	41.106	6763
43.049	296	45.163	-548	41.395	820	41.118	6792
43.086	444	45.194	-528	41.433	1216	41.164	6816
43.112	424	45.246	-672	41.456	1424	41.185	6840
43.141	432	45.282	-740	41.48	972	41.213	6865
43.166	196	45.311	-648	41.506	844	41.237	6894
43.193	-40	45.333	-652	41.533	796	41.268	6924
43.221	164	45.361	-588	41.557	820	41.303	6953
43.245	312	45.384	-632	41.584	760	41.33	6982
43.274	240	45.411	-624	41.638	896	41.383	7037
43.306	160	45.444	-284	41.668	760	41.407	7061
43.334	188	45.47	0	41.697	628	41.501	7151
43.367	656	45.498	-420	41.722	712	41.53	7180
43.388	668	45.527	-372	41.771	716	41.573	7229
43.42	424	45.55	-192	41.794	740	41.613	7263
43.449	336	45.577	-132	41.833	784	41.636	7288
43.471	608	45.601	-428	41.885	616	41.665	7317
43.499	368	45.627	-620	41.911	876	41.698	7347
43.523	272	45.66	-632	41.937	720	41.72	7372
43.549	324	45.684	-836	41.967	684	41.771	7425
43.574	360	45.71	-928	41.994	728	41.798	7449
43.637	300	45.734	-264	42.023	812	41.823	7474
43.665	316	45.764	-708	42.21	692	41.855	7503
43.692	300	45.794	-676	42.226	656	41.882	7532
43.722	212	45.828	-560	42.247	784	41.913	7562
43.752	104	45.847	-552	42.269	812	41.935	7586
43.781	124	45.884	-556	42.281	888	41.965	7610
43.804	128	45.914	-468	42.296	872	41.987	7634
43.835	-16	45.944	-440	42.303	1020	42.015	7659
43.864	12	45.965	-440	42.313	968	42.051	7688
43.884	-96	45.994	-408	42.323	872	42.071	7718
43.915	-272	46.014	-332	42.355	800	42.097	7747
43.938	-152	46.075	-336	42.377	932	42.122	7776
43.986	-428	46.1	-272	42.405	960	42.149	7802
44.018	-728	46.127	-284	42.429	792	42.18	7831
44.047	-676	46.152	-396	42.459	696	42.213	7855
44.07	-1180	46.18	-88	42.484	608	42.236	7879
44.1	-2024	46.209	-320	42.519	648	42.263	7909
44.132	-2004	46.234	-360	42.549	568	42.283	7938
44.208	-1128	46.263	-328	42.571	460	42.318	7969
44.235	-1028	46.297	-428	42.598	792	42.348	7998
44.259	-1028	46.327	-372	42.622	748	42.381	8022
44.287	-952	46.348	-208	42.653	752	42.404	8052
44.316	-652	46.376	-404	42.683	804	42.432	8076
44.348	-388	46.409	-360	42.716	656	42.455	8100
44.38	-256	46.43	-500	42.739	824	42.48	8130
44.402	-184	46.46	-468	42.766	900	42.509	8159
44.432	-72	46.483	-252	42.79	872	42.536	8183
44.457	-268	46.51	-416	42.819	812	42.567	8208
44.485	84	46.535	-604	42.836	796	42.597	8237
44.515	252	46.567	-328	42.874	960	42.618	8261
44.548	368	46.594	-280	42.909	1032	42.647	8285
44.581	-56	46.618	-236	42.935	1036	42.669	8316
44.603	388	46.677	-620	42.965	1004	42.698	8344
44.622	964	46.71	-416	42.985	1224	42.73	8375
44.657	880	46.743	-372	43.015	1308	42.763	8404
44.685	928	46.766	-396	43.036	1084	42.781	8428
44.716	832	46.793	-608	43.071	696	42.803	8453
44.748	804	46.816	-448	43.101	340	42.833	8482
44.77	792	46.848	-420	43.131	808	42.865	8513
44.799	708	46.877	-860	43.151	756	42.93	8578
44.821	620	46.897	-624	43.182	556	42.963	8607
44.848	580	46.93	-1112	43.202	404	42.984	8631
44.872	748	46.959	-544	43.232	256	43.015	8656
44.898	868	46.982	-760	43.264	356	43.038	8685
44.931	616	47.009	-740	43.285	592	43.063	8709
44.958	320	47.028	-688	43.314	1384	43.098	8740
44.984	676	47.06	-892	43.336	1304	43.125	8768
45.015	572	47.098	-716	43.365	252	43.15	8792
45.036	436	47.125	-688	43.391	1020	43.175	8816
45.068	460	47.151	-560	43.419	1012	43.201	8846
45.088	412	47.178	-684	43.452	1112	43.227	8870
45.121	436	47.202	-616	43.474	1048	43.252	8894
45.15	416	47.229	-572	43.514	1120	43.312	8953
45.17	396	47.26	-576	43.54	1100	43.337	8984
45.199	332	47.292	-512	43.567	1124	43.391	9037
45.231	376	47.318	-344	43.618	1152	43.403	9061
45.254	460	47.346	-376	43.641	1080	43.441	9086
45.285	372	47.379	-448	43.702	992	43.468	9115
45.315	408	47.409	-324	43.731	868	43.499	9146
45.367	380	47.432	-300	43.754	808	43.515	9174
45.398	344	47.463	-408	43.782	660	43.553	9198
45.423	316	47.491	-464	43.805	1100	43.581	9222
45.453	304	47.515	-472	43.836	860	43.605	9247
45.482	260	47.541	-496	43.864	768	43.633	9276
45.505	296	47.568	-468	43.888	740	43.664	9300
45.53	204	47.595	-476	43.924	812	43.853	9330
45.558	148	47.627	-532	43.951	812	43.88	9419
45.584	80	47.652	-412	43.98	664	43.897	9443
45.615	20	47.679	-412	44.002	836	43.916	9467
45.641	216	47.709	-716	44.033	828	43.936	9492
45.668	356	47.742	-508	44.057	912	43.953	9521
45.693	212	47.762	-104	44.083	1008	43.961	9551
45.718	416	47.794	-140	44.114	880	43.971	9580
45.749	416	47.819	-424	44.135	1060	43.977	9604
45.775	372	47.845	-380	44.165	1484	44	9634
45.806	436	47.876	-384	44.198	1632	44.022	9658
45.834	444	47.929	-452	44.22	1332	44.051	9682
45.852	504	47.96	-596	44.248	1072	44.073	9706
45.882	308	47.991	-556	44.268	936	44.106	9737
45.915	268	48.016	-516	44.301	804	44.129	9765
45.942	268	48.062	-508	44.337	680	44.153	9796
45.972	276	48.092	-508	44.368	760	44.189	9825
46.008	332	48.125	-448	44.397	1080	44.215	9849
46.034	256	48.15	-496	44.418	832	44.245	9873
46.064	308	48.211	-460	44.448	452	44.265	9904
46.087	140	48.265	-484	44.472	488	44.351	9992
46.113	172	48.295	-484	44.501	896	44.383	10016
46.142	164	48.326	-464	44.53	728	44.412	10041
46.172	312	48.36	-452	44.555	308	44.434	10070
46.202	380	48.39	-476	44.583	204	44.463	10094
46.224	388	48.412	-472	44.613	520	44.485	10118
46.253	376	48.441	-496	44.635	628	44.503	10154
46.277	476	48.464	-484	44.655	304	44.544	10184
46.301	548	48.494	-440	44.686	-16	44.58	10213
46.356	536	48.518	-508	44.73	532	44.604	10237
46.387	304	48.558	-468	44.752	368	44.631	10261
46.416	200	48.579	-500	44.779	412	44.655	10286
46.44	280	48.608	-492	44.804	504	44.681	10315
46.469	284	48.63	-496	44.83	380	44.711	10345
46.488	328	48.657	-564	44.856	340	44.745	10374
46.518	288	48.681	-452	44.89	516	44.766	10404
46.548	264	48.724	-508	44.916	576	44.796	10434
46.581	308	48.746	-508	44.945	628	44.82	10458
46.602	224	48.78	-464	44.978	684	44.847	10482
46.631	280	48.81	-264	45.005	572	44.876	10506
46.654	200	48.83	-396	45.034	680	44.897	10531
46.682	144	49.032	-552	45.065	624	44.929	10560
46.707	156	49.034	-304	45.095	688	44.954	10589
46.738	136	49.056	-272	45.117	1000	44.979	10614
46.923	100	49.074	-380	45.146	1000	45.01	10643
46.932	136	49.099	-416	45.167	940	45.031	10667
46.949	264	49.119	-420	45.196	956	45.061	10698
46.966	136	49.136	-464	45.221	964	45.094	10727
46.986	80	49.144	-476	45.253	1064	45.119	10758
47.006	0	49.15	-484	45.279	956	45.145	10786
47.023	-4	49.157	-536	45.305	932	45.18	10817
47.03	116	49.171	-528	45.336	1080	45.214	10846
47.04	180	49.2	-492	45.365	1348	45.234	10870
47.046	260	49.222	-512	45.389	1360	45.255	10894
47.071	172	49.254	-528	45.42	720	45.287	10919
47.096	232	49.28	-516	45.447	972	45.371	11007
47.122	216	49.313	-560	45.473	808	45.397	11031
47.152	152	49.338	-548	45.499	812	45.428	11055
47.176	180	49.369	-548	45.556	744	45.448	11080
47.202	260	49.395	-564	45.586	900	45.478	11109
47.232	200	49.429	-576	45.618	916	45.504	11133
47.264	136	49.451	-608	45.647	864	45.531	11164
47.289	156	49.477	-552	45.663	872	45.561	11192
47.316	364	49.508	-568	45.689	876	45.595	11228
47.34	-80	49.528	-592	45.718	852	45.618	11252
47.371	52	49.554	-680	45.749	784	45.646	11276
47.4	36	49.579	-640	45.783	804	45.677	11300
47.431	4	49.608	-620	45.803	864	45.701	11325
47.463	16	49.641	-572	45.838	860	45.727	11354
47.484	-32	49.662	-668	45.852	848	45.752	11384
47.514	-100	49.691	-648	45.921	856	45.78	11413
47.534	-60	49.712	-624	45.951	840	45.811	11437
47.564	12	49.743	-636	45.987	848	45.832	11461
47.594	100	49.765	-628	46.015	836	45.864	11492
47.63	204	49.798	-608	46.039	868	45.895	11521
47.653	108	49.829	-600	46.066	852	45.915	11545
47.68	216	49.85	-584	46.096	856	45.935	11576
47.705	364	49.879	-556	46.12	844	45.97	11604
47.732	496	49.903	-560	46.148	912	46.002	11635
47.755	632	49.928	-536	46.182	816	46.036	11664
47.783	132	49.962	-568	46.205	856	46.063	11688
47.816	160	49.991	-588	46.231	872	46.088	11713
47.847	408	50.014	-576	46.262	816	46.145	11773
47.869	464	50.04	-568	46.283	920	46.169	11802
47.896	348	50.066	-644	46.311	860	46.198	11831
47.921	160	50.095	-628	46.349	812	46.227	11856
47.947	68	50.118	-544	46.378	936	46.252	11885
47.972	-112	50.149	-776	46.403	1000	46.279	11909
48.004	196	50.175	-636	46.433	912	46.309	11933
48.029	-244	50.204	-232	46.462	1144	46.327	11958
48.054	312	50.232	-740	46.664	900	46.359	11987
48.081	168	50.263	-696	46.685	836	46.395	12023
48.112	116	50.285	-616	46.708	904	46.426	12052
48.138	288	50.316	-496	46.733	824	46.447	12076
48.169	180	50.342	-620	46.744	856	46.475	12101
48.229	184	50.369	-468	46.759	840	46.499	12130
48.262	152	50.396	-460	46.767	764	46.526	12154
48.285	180	50.421	-508	46.773	756	46.56	12185
48.312	236	50.447	-580	46.798	756	46.585	12213
48.337	220	50.478	-524	46.824	784	46.614	12244
48.421	228	50.506	-496	46.849	640	46.644	12273
48.446	132	50.529	-604	46.884	592	46.675	12304
48.471	168	50.556	-552	46.908	668	46.703	12333
48.499	76	50.59	-452	46.936	660	46.736	12357
48.528	-156	50.616	-444	46.967	644	46.761	12381
48.549	24	50.642	-476	47	652	46.785	12412
48.58	164	50.673	-380	47.021	660	46.812	12440
48.612	148	50.699	-460	47.053	652	46.836	12465
48.646	136	50.726	-404	47.078	652	46.865	12494
48.667	220	50.773	-592	47.104	600	46.892	12518
48.696	84	50.806	-468	47.131	560	46.926	12548
48.719	-108	50.826	-596	47.156	580	46.949	12573
48.749	-56	50.858	-504	47.18	724	46.976	12602
48.778	172	50.889	-420	47.211	728	47.008	12632
48.801	240	50.913	-424	47.238	672	47.033	12661
48.828	84	50.94	-456	47.265	604	47.061	12685
48.854	36	50.965	-348	47.289	688	47.093	12710
48.881	296	50.995	-480	47.314	696	47.116	12739
48.913	368	51.056	-496	47.345	692	47.144	12763
48.938	272	51.079	-348	47.367	680	47.166	12787
48.966	104	51.108	-496	47.396	684	47.179	12823
48.996	312	51.132	-384	47.43	728	47.226	12853
49.02	412	51.158	-332	47.453	720	47.259	12882
49.051	480	51.189	-500	47.477	700	47.292	12906
49.085	464	51.222	-680	47.505	844	47.313	12930
49.112	532	51.244	-620	47.53	836	47.331	12955
49.136	572	51.263	-352	47.556	780	47.359	12984
49.163	296	51.295	-80	47.595	760	47.392	13014
49.188	-84	51.322	-48	47.616	796	47.417	13043
49.218	668	51.338	-76	47.646	776	47.452	13073
49.28	464	51.379	-84	47.667	848	47.476	13104
49.302	580	51.406	-112	47.695	804	47.509	13133
49.328	400	51.462	-16	47.719	760	47.526	13158
49.354	376	51.48	-60	47.744	644	47.559	13187
49.404	220	51.506	-104	47.778	1004	47.592	13217
49.445	444	51.541	-116	47.802	852	47.627	13246
49.47	620	51.573	-76	47.831	604	47.66	13276
49.497	512	51.606	-148	47.862	892	47.682	13301
49.527	416	51.63	-88	47.886	896	47.711	13330
49.548	444	51.672	-124	47.913	924	47.734	13359
49.576	368	51.693	-196	47.946	756	47.761	13385
49.603	536	51.722	-204	47.969	888	47.793	13414
49.634	588	51.744	-344	47.998	824	47.819	13445
49.663	580	51.772	-376	48.023	776	47.849	13473
49.695	392	51.794	-344	48.05	720	47.875	13497
49.727	532	51.829	-284	48.074	792	47.9	13521
49.752	452	51.856	-268	48.111	800	47.927	13546
49.778	352	51.88	-304	48.131	816	47.952	13575
49.81	264	51.907	-316	48.16	768	47.977	13599
49.835	396	51.938	-332	48.182	752	48.017	13635
49.861	416	52.015	-284	48.214	732	48.044	13664
49.885	432	52.045	-240	48.244	576	48.073	13695
49.914	364	52.099	-244	48.27	656	48.101	13724
49.943	252	52.125	-344	48.301	708	48.128	13749
49.965	288	52.142	-372	48.327	760	48.33	13833
49.998	496	52.177	-404	48.352	996	48.349	13861
50.028	344	52.238	-324	48.4	804	48.373	13892
50.053	352	52.263	-340	48.43	760	48.398	13927
50.083	284	52.288	-424	48.454	836	48.408	13951
50.111	392	52.308	-456	48.485	872	48.425	13976
50.134	248	52.344	-460	48.514	772	48.432	14005
50.165	548	52.363	-476	48.544	828	48.438	14029
50.194	364	52.422	-396	48.567	792	48.442	14060
50.216	272	52.455	-412	48.594	908	48.468	14088
50.276	368	52.487	-332	48.626	888	48.496	14112
50.31	252	52.508	-240	48.647	880	48.518	14137
50.331	228	52.531	-132	48.681	1004	48.55	14171
50.363	284	52.561	-124	48.71	940	48.576	14197
50.386	336	52.615	-356	48.784	1104	48.604	14226
50.41	308	52.644	-364	48.82	1240	48.634	14256
50.436	252	52.697	-332	48.846	1292	48.665	14285
50.466	336	52.724	-380	48.877	1324	48.691	14309
50.496	332	52.758	-492	48.896	1176	48.722	14333
50.531	308	52.788	-512	48.926	972	48.748	14357
50.561	284	52.809	-484	48.946	888	48.777	14382
50.61	304	52.871	-428	48.965	836	48.798	14411
50.643	320	52.896	-432	49.01	940	48.826	14440
50.671	308	52.923	-460	49.031	1036	48.85	14466
50.701	320	52.948	-504	49.11	1048	48.876	14494
50.732	308	52.974	-528	49.132	1112	48.909	14518
50.761	304	53.029	-484	49.168	1096	48.932	14543
50.783	276	53.055	-464	49.198	1068	48.96	14572
50.81	296	53.088	-476	49.23	1048	48.984	14596
50.843	312	53.108	-452	49.26	988	49.011	14620
50.898	280	53.142	-520	49.295	924	49.034	14651
50.928	304	53.17	-484	49.32	956	49.061	14679
50.949	312	53.193	-436	49.349	1048	49.096	14710
50.975	276	53.255	-488	49.376	1168	49.121	14739
51.001	324	53.28	-436	49.397	1176	49.147	14763
51.027	284	53.304	-300	49.426	1100	49.173	14788
51.066	336	53.337	-304	49.46	1060	49.199	14817
51.093	400	53.377	-376	49.482	1024	49.224	14841
51.121	408	53.406	-308	49.51	1008	49.26	14872
51.15	452	53.437	-268	49.533	1020	49.287	14900
51.176	484	53.471	-256	49.561	1032	49.311	14924
51.206	488	53.504	-388	49.579	1012	49.341	14954
51.406	464	53.527	-324	49.602	976	49.362	14978
51.425	428	53.554	-316	49.643	940	49.388	15002
51.448	328	53.712	-364	49.676	944	49.413	15026
51.469	308	53.749	-436	49.696	952	49.447	15057
51.484	352	53.786	-468	49.727	972	49.471	15085
51.494	308	53.796	-472	49.776	1036	49.5	15116
51.501	292	53.808	-536	49.808	1000	49.529	15145
51.507	260	53.819	-576	49.864	848	49.559	15169
51.516	336	53.824	-424	49.893	860	49.58	15193
51.542	400	53.856	-392	49.915	908	49.613	15223
51.568	404	53.888	-692	49.936	1024	49.638	15247
51.599	356	53.911	-576	49.975	1020	49.664	15278
51.625	360	53.94	-436	49.993	1060	49.694	15306
51.655	432	53.989	-244	50.05	1084	49.719	15330
51.684	444	54.019	-472	50.08	1088	49.745	15354
51.714	460	54.085	-532	50.11	1076	49.775	15379
51.74	400	54.128	-304	50.163	940	49.8	15408
51.771	364	54.156	-288	50.192	884	49.826	15432
51.8	396	54.181	-440	50.209	876	49.851	15463
51.827	400	54.206	-528	50.276	868	49.883	15497
51.848	388	54.268	-580	50.292	728	49.913	15527
51.874	372	54.302	-504	50.351	916	49.944	15551
51.899	428	54.325	-400	50.385	1068	49.973	15575
51.927	428	54.353	-468	50.412	1076	49.996	15599
51.95	396	54.375	-456	50.441	844	50.024	15624
51.982	336	54.403	-588	50.495	856	50.027	15653
52.01	348	54.427	-508	50.525	780	50.074	15683
52.033	368	54.461	-300	50.549	764	50.099	15712
52.06	368	54.487	-548	50.576	884	50.124	15741
52.084	360	54.512	-376	50.615	896	50.157	15767
52.11	332	54.538	-448	50.659	984	50.183	15796
52.143	348	54.569	-524	50.68	988	50.21	15820
52.171	308	54.594	-552	50.711	956	50.24	15844
52.198	244	54.62	-416	50.735	1040	50.262	15875
52.222	244	54.652	-312	50.769	1068	50.291	15903
52.249	344	54.679	-340	50.795	1220	50.316	15934
52.274	288	54.735	-392	50.825	1308	50.355	15963
52.309	228	54.762	-388	50.842	1312	50.376	15987
52.334	200	54.789	-408	50.878	1408	50.398	16017
52.36	120	54.822	-452	50.909	1224	50.423	16041
52.385	140	54.852	-544	50.928	932	50.456	16065
52.412	152	54.877	-552	50.96	756	50.49	16096
52.438	212	54.907	-588	50.978	780	50.515	16124
52.466	224	54.935	-492	51.008	840	50.542	16148
